4,0.27726,0.62853,1.0916,0.70231,1.3312,1.398,2.3121,1.864,2.5387,3.2287,4.0394,4.0932,4.6478,6.329,6.6272,8.1245,11.09,13.373,16.009,19.279,21.528,22.996,23.579,24.022,22.827,20.771,19.127,15.948,13.696,12.186,11.041,10.187,9.4218,9.2001,8.4434,9.0221,8.3254,8.4044,7.8342,7.4709,7.0533,6.5213,6.0534,5.7153,4.8272,4.4405,3.679,3.6434,2.5483,2.8704,1.9389
4.5,-0.10464,0.48898,0.40427,1.0524,0.82919,1.1462,0.99464,1.7302,1.467,2.0816,3.208,3.7471,4.3512,4.9186,6.5503,8.3675,10.296,13.777,16.509,19.065,21.665,23.565,23.819,24.279,23.137,21.319,19.409,17.822,15.443,13.393,12.461,11.819,11.093,10.457,9.9771,10.143,9.7898,9.6221,9.1558,8.8206,7.8221,7.8036,6.8571,6.7895,5.3241,5.4247,4.358,3.5296,3.0461,2.6067,2.3903
5,0.41432,0.18565,0.47665,1.2803,1.3372,1.1575,1.2702,1.5511,1.9838,1.8202,2.4491,2.5478,3.8868,4.9691,6.0241,8.4972,9.996,12.679,16.186,19.407,22.219,23.525,25.028,24.734,23.809,22.531,20.462,17.702,16.694,15.076,13.278,12.758,12.251,11.832,11.332,11.052,10.963,10.968,10.342,9.5469,9.2962,7.5582,8.0642,6.4811,6.1721,5.233,4.493,4.5783,3.4836,3.1732,2.5558
5.5,0.34863,0.30903,0.002721,0.81095,0.51185,0.36424,0.89727,1.6956,1.7521,1.693,2.0741,2.5967,4.038,4.5509,5.9818,8.0471,10.183,12.828,15.89,18.954,21.65,23.908,24.844,25.204,24.205,22.798,20.317,19.238,17.27,15.987,13.715,14.456,13.302,13.36,12.472,12.72,11.917,11.657,11.932,10.722,10.182,9.6506,8.7647,7.8614,7.1197,6.9366,5.431,4.7817,4.36,3.7573,3.2244
6,0.357,-0.11236,0.80329,0.071316,0.6283,0.45463,0.82748,1.1372,1.3618,1.6725,2.3977,2.5575,3.0705,4.4607,5.955,7.1272,10.06,12.899,15.66,19.214,21.481,23.652,24.785,25.108,24.151,22.739,21.944,19.407,17.706,15.999,15.449,14.566,15.026,14.554,13.816,14.448,13.744,12.93,11.746,12.547,10.715,9.8379,9.7871,9.3324,8.1288,7.0084,6.1734,5.4511,4.6783,3.8537,3.1873
6.5,0.11564,-0.038381,0.17178,-0.16719,0.4139,0.26902,0.37859,0.93459,1.5065,1.63,1.2407,1.9172,3.2172,3.6689,5.324,7.4527,9.379,12.503,15.128,18.404,21.425,22.984,24.891,25.123,24.802,23.545,22.34,20.32,18.64,17.573,16.799,16.053,15.678,15.208,15.007,14.534,15.14,13.787,13.377,12.679,12.372,11.145,10.682,9.1493,8.4706,7.1857,7.1619,5.2923,4.9321,4.2886,3.5557
7,0.054995,0.11598,0.2251,0.23938,0.66044,1.1406,0.43787,0.3495,0.92846,1.9834,1.318,2.5484,3.2778,3.6338,5.3924,7.5959,9.3591,12.193,15.117,18.032,20.893,22.886,24.625,24.853,24.79,23.245,22.424,21.086,18.871,18.478,17.939,16.691,17.241,16.654,16.12,16.063,15.891,15.262,14.783,13.603,13.079,11.668,11.063,9.7951,8.8074,8.3756,7.344,6.2631,4.8814,4.3168,4.0579
7.5,0.13479,0.82549,0.29621,0.29732,0.22345,0.45028,0.47995,0.8819,1.1409,0.86466,1.0448,1.3866,2.8035,3.3392,4.4351,7.0652,10.037,12.037,15.297,18.092,20.785,23.278,24.334,25.063,24.841,23.684,22.956,21.276,19.883,19.296,18.175,18.018,17.749,17.903,17.54,17.137,17.018,16.678,15.771,14.815,13.511,12.586,11.751,10.561,9.5794,8.5603,7.6476,6.4683,5.7055,4.7279,3.3498
8,-0.20355,0.067161,-0.21048,0.3863,0.73351,0.7249,0.40166,1.0482,0.82279,0.91787,1.1743,1.7569,2.4398,3.6178,5.0107,6.8078,9.246,12.184,15.079,17.339,19.752,23.002,23.781,24.773,24.372,23.468,23.102,21.995,20.522,19.069,19.097,19.023,18.26,18.619,18.397,18.322,17.799,16.933,16.89,15.645,14.723,13.393,12.414,11.117,10.157,9.5648,7.5224,6.3913,6.3315,4.9258,3.9762
8.5,0.37951,-0.086015,0.68062,0.38435,0.096205,0.96806,0.23897,0.77258,0.81177,1.3493,1.7632,1.79,2.2572,3.6213,4.6582,7.2828,8.9909,11.508,14.595,17.088,19.915,22.779,23.736,24.351,24.825,24.447,23.392,22.457,21.001,20.078,20.471,19.646,19.521,19.889,19.511,19.229,19.343,17.937,17.68,16.537,15.589,14.853,13.361,12.144,11.069,9.4193,8.1007,6.9246,5.6109,5.8686,4.0662
9,-0.0069717,0.0014575,0.21018,0.40657,0.47688,0.1172,0.33706,0.59698,0.60612,1.3969,1.3954,1.9508,2.6258,3.7674,4.8282,6.1724,8.9125,11.217,14.126,17.371,20.257,22.109,23.749,24.977,24.648,24.92,23.543,21.976,21.94,21.225,21.112,20.725,20.387,19.99,20.163,19.72,19.391,19.155,18.718,17.413,15.877,15.203,14.187,12.362,11.211,9.9803,8.509,7.7722,6.4555,5.624,4.3373
9.5,-0.077986,0.29279,-0.0050669,0.66559,0.081059,0.33822,0.64233,0.059167,0.12264,0.4253,1.5932,1.5278,3.1507,3.1899,4.752,6.9154,9.2435,11.83,14.394,17.204,19.737,22.01,23.201,24.003,24.463,24.107,23.4,23.02,22.442,21.695,21.821,20.905,21.146,20.949,20.489,20.774,20.341,20.224,19.167,17.711,17.471,16.066,14.582,13.002,11.434,10.282,9.437,8.4602,7.2264,5.5816,4.4603
10,0.090894,-0.46078,0.19539,0.092564,0.048001,-0.2232,0.49876,0.30512,0.27874,-0.0010242,1.1823,2.1978,2.8475,3.1748,4.4468,6.4916,8.197,11.105,14.01,16.967,19.201,21.384,22.803,23.768,24.265,24.262,23.942,22.841,23.002,22.098,21.973,21.694,21.197,22.18,22.036,21.482,21.155,20.662,19.218,18.532,17.785,15.911,15.034,13.152,12.3,10.771,8.9665,8.5394,6.7959,5.6993,5.0357
10.5,0.38977,-0.23968,0.11077,0.25765,0.38617,0.29688,0.22185,0.20282,0.64096,0.52372,0.2975,1.7772,2.5933,2.5625,4.2617,6.4407,8.9737,10.829,13.315,16.248,19.316,20.919,22.522,23.63,23.901,24.162,24.26,23.416,22.838,22.559,22.064,22.803,22.568,22.557,23.482,22.367,21.611,21.063,20.689,19.35,17.702,17.107,15.245,14.574,12.891,11.008,10.151,8.4842,7.5068,6.2866,4.888
11,-0.15043,0.3706,-0.012682,0.0022373,-0.11517,0.36307,0.94189,0.12145,0.61269,1.259,1.1388,1.7675,1.9816,3.3645,4.4504,6.4592,8.5771,11.411,13.464,16.109,18.637,20.674,22.555,23.438,24.079,24.475,23.55,23.867,23.633,23.036,22.404,22.927,23.595,23.247,22.881,22.784,22.739,21.987,20.881,19.784,18.559,17.059,16.392,14.335,13.308,11.933,10.359,8.5878,7.5892,6.3177,5.0248
11.5,0.13809,-0.2946,0.44081,-0.020091,0.22691,0.31552,0.23958,0.61167,0.45692,1.0905,0.75167,1.6592,2.8642,2.9042,4.2488,6.2301,8.1433,10.556,13.199,15.914,18.59,20.572,22.073,23.474,24.429,23.978,23.617,24.034,23.49,22.805,23.759,23.472,23.744,23.945,23.843,23.755,22.955,22.56,21.436,20.649,19.362,17.52,16.66,14.658,13.533,11.894,10.881,8.884,7.5635,6.4888,5.3469
12,0.27944,-0.42756,-0.23388,-0.20384,0.44839,0.74013,0.28221,0.38142,0.61705,1.1743,0.87287,1.6852,2.56,3.3257,4.4575,6.2918,7.1506,10.475,12.623,14.892,18.094,20.534,21.796,23.301,24.166,24.336,24.439,24.075,23.805,23.324,23.854,23.859,24.941,24.336,24.378,24.265,23.649,23.451,21.842,20.976,19.415,17.832,16.543,15.163,13.481,11.859,10.155,9.141,7.401,6.8785,5.5932
12.5,-0.39874,-0.036662,-0.14498,0.21038,0.56334,-0.3378,0.34596,0.38223,0.796,0.88833,0.92309,1.5122,2.0154,3.4712,4.3578,6.4801,7.8191,9.8844,12.137,14.624,17.154,19.88,21.683,22.282,23.767,23.709,24.009,24.462,24.278,24.037,24.043,23.902,24.548,24.822,24.554,24.571,24.163,23.367,22.307,21.417,20.192,18.292,17.509,15.471,13.907,12.539,10.874,9.6488,8.1073,6.6097,5.7965
13,-0.30523,0.087843,0.069679,0.05102,0.12139,-0.34098,0.1459,0.45761,0.64246,0.51605,1.5273,1.3436,2.5332,3.2511,4.11,6.363,7.358,10.202,12.668,14.693,17.742,19.407,21.314,22.575,23.269,23.997,24.204,23.557,24.598,23.898,24.966,25.281,24.867,25.215,24.982,25.012,24.508,24.117,23.326,22.195,20.276,18.914,16.909,15.556,14.458,13.047,10.642,9.3648,8.1672,7.0079,5.5544
13.5,0.1647,-0.087399,0.074693,0.27667,0.16125,0.092207,0.27753,0.40361,0.48432,0.74758,1.627,1.7681,2.1427,3.3075,4.1576,6.105,7.7089,9.7276,12.285,14.158,16.688,18.811,20.97,22.757,23.784,23.836,24.102,23.622,24.214,24.408,24.78,25.25,25.443,25.155,25.96,25.178,25.091,24.913,23.05,21.39,20.709,19.632,18.3,15.7,14.56,12.638,11.169,10.499,7.8643,7.1185,6.0369
14,0.36297,0.083846,0.17111,-0.0050118,0.23988,0.12023,0.49734,0.32019,0.70985,0.81783,1.4854,1.5812,1.6888,3.453,3.941,5.4814,7.3039,10.01,11.297,15.313,17.051,18.929,20.615,22.064,23.073,23.72,24.089,24.251,24.463,24.817,25.184,25.961,26.114,25.238,26.313,25.941,25.392,24.543,24.018,22.771,20.88,19.718,17.691,15.899,14.443,13.231,11.657,10.008,8.6594,7.3046,5.794
14.5,0.16668,0.29443,0.30486,0.46911,0.37175,0.32902,0.63273,0.42443,0.33387,0.77934,0.92458,1.391,2.1669,2.8132,4.076,5.0355,7.4339,9.4391,11.486,14.317,16.729,18.079,20.11,21.49,22.434,23.649,23.822,24.187,24.042,25.243,25.115,25.925,26.334,26.862,26.066,25.321,25.794,25.532,24.372,22.853,21.249,20.103,17.933,16.677,14.98,13.466,12.353,10.105,8.4033,7.2388,5.5367
15,-0.17136,-0.068508,-0.078632,0.15827,-0.08715,0.56051,0.31277,0.43109,0.50191,0.87651,1.396,1.3302,2.0023,2.9365,3.7211,5.2852,7.1168,9.5463,11.607,13.931,16.424,18.226,20.169,21.433,22.593,23.092,23.093,24.251,25.169,25.493,25.991,26.531,26.558,26.81,26.58,26.441,26.229,25.65,24.245,22.927,21.652,20.278,18.01,16.043,14.841,12.939,11.51,10.062,8.5222,7.7687,6.2379
15.5,0.12721,0.24098,-0.26294,0.42453,0.13729,0.42609,-0.0077184,-0.030699,0.84747,0.94448,0.87803,1.3261,2.5268,2.6475,4.5746,5.1896,7.3434,9.0343,11.513,13.47,15.847,17.991,19.468,21.431,22.154,23.058,23.46,23.531,24.763,26.077,26.123,26.377,26.7,27.021,27.201,26.455,26.649,25.768,24.756,23.436,21.885,20.511,18.814,16.801,14.991,13.475,12.25,9.8408,8.3088,7.4593,6.2195
16,0.089112,0.1276,0.011912,0.56005,-0.31976,-0.022822,0.28401,-0.056016,0.55107,1.3314,1.1548,1.6525,1.8002,2.7961,3.9266,5.2945,7.4308,9.1527,10.806,13.473,15.779,18.038,19.964,20.652,21.857,22.603,23.611,24.432,25.174,25.444,25.951,26.621,26.745,27.873,26.793,27.106,27.161,25.789,24.708,23.41,22.026,20.907,18.143,17.522,14.875,13.488,11.764,10.483,8.3497,7.6164,6.8684
16.5,-0.37178,0.11144,-0.11953,0.24118,0.16677,0.034057,0.46244,0.97965,0.54808,1.05,0.76015,1.2922,2.3087,3.4029,4.1036,5.227,6.9428,8.4662,11.133,13.436,15.234,17.278,19.295,20.575,21.873,23.458,23.52,24.163,24.723,25.782,26.127,26.546,27.579,27.873,27.304,26.701,27.065,25.785,25.198,23.113,22.523,20.294,19.175,17.201,15.137,13.553,12.193,10.42,9.0745,8.13,5.8414
17,0.52242,0.085955,-0.19036,-0.28535,0.10479,0.50373,0.27882,0.89294,0.17129,0.83124,0.77156,1.6837,2.4215,2.8079,3.1738,5.3129,6.9728,8.8219,11.14,12.627,15.32,17.506,18.412,20.553,21.532,22.648,23.602,24.089,24.737,25.64,25.965,26.555,27.546,27.275,27.863,27.581,26.425,25.963,25.489,23.57,22.267,20.936,19.32,17.238,15.349,14.195,12.59,10.752,8.9852,7.3458,6.1044
17.5,0.19408,0.18029,0.49995,0.30918,-0.28894,0.54347,0.018545,0.32546,0.68272,1.434,2.0789,1.7516,2.0884,3.0707,4.1797,5.0902,7.2812,8.6321,10.74,12.931,14.995,17.135,18.496,20.044,21.143,22.643,23.626,24.325,25.447,25.679,26.579,26.668,27.36,27.973,28.07,27.508,27.074,25.86,25.167,24.268,22.707,21.067,19.209,17.415,15.419,14.057,12.264,10.666,8.8532,6.9857,6.7191
18,-0.10625,-0.20395,0.28768,-0.0032922,0.48036,0.41355,0.52377,0.031706,0.97196,0.9137,1.0334,1.607,1.5981,3.0091,3.5633,4.7149,6.1886,8.7625,10.228,12.979,14.465,16.111,18.086,20.339,21.216,22.182,23.328,24.279,25.27,26.148,26.337,26.689,27.461,27.962,27.652,27.437,27.326,26.425,25.404,23.888,22.572,20.739,19.552,17.806,15.138,13.634,11.747,10.373,9.0288,7.2331,6.1438
18.5,-0.26373,0.11716,0.10059,-0.10199,0.21575,0.064903,0.23778,0.94414,1.0109,0.44509,1.3909,1.8014,1.7736,3.108,4.2924,4.7191,6.2748,8.6027,10.328,12.478,14.492,16.487,17.767,20.041,21.403,22.108,23.147,23.598,25.064,25.899,26.472,27.493,27.57,28.149,27.736,27.821,27.274,26.608,25.38,24.168,22.976,20.966,18.878,18.088,16.166,13.579,12.449,10.458,9.1676,7.7857,6.3747
19,-0.19762,-0.15211,-0.19495,-0.13484,0.1428,0.014518,0.5243,0.88867,0.43487,0.90603,1.2892,1.6931,2.1276,3.0609,3.9348,4.6206,6.7172,8.4351,9.8516,12.122,14.364,16.058,18.235,20.197,20.606,21.591,23.124,24.193,24.803,26.162,26.116,27.413,27.552,28.569,28.718,27.678,27.241,26.877,25.451,24.266,22.804,20.584,19.413,17.409,15.651,14.441,11.902,10.885,9.0321,7.6366,6.7014
19.5,0.13956,0.22629,0.37044,0.015435,-0.020545,-0.09608,0.072297,1.3274,0.98207,0.42774,0.73942,1.6891,2.2553,2.9783,3.673,4.8913,6.4631,8.0691,9.2528,11.845,13.678,15.93,18.561,19.362,20.537,22.107,23.044,24.012,25.003,26.326,26.188,27.376,27.499,28.271,27.901,27.842,27.377,26.97,25.899,23.96,22.863,20.993,19.083,17.589,15.741,14.767,12.436,10.251,8.9664,8.0439,7.105
20,-0.43824,-0.50885,0.64131,0.23177,-0.097277,0.38995,-0.47074,0.44356,0.70649,1.1088,0.8284,1.5628,1.7995,2.8656,3.4405,4.7443,5.976,8.1158,10.018,11.651,13.724,15.204,17.333,19.004,21.206,21.319,23.199,24.085,24.842,26.205,26.632,27.362,27.785,28.503,28.542,27.817,27.108,26.655,25.42,24.35,23.251,21.1,19.476,17.697,16.111,13.385,12.142,10.743,9.5091,7.6011,5.925
20.5,0.22347,-0.13548,-0.27687,-0.072411,0.10785,0.048116,-0.34179,0.71135,0.98979,1.0251,0.78726,1.4688,2.0607,2.9438,3.8694,4.5852,6.211,7.9374,10.043,11.746,13.734,15.431,17.607,18.911,19.952,21.894,22.825,23.545,24.54,25.721,26.637,27.299,27.899,28.659,28.551,28.081,27.806,26.426,25.799,24.93,22.831,20.999,19.308,17.366,15.633,13.959,11.912,10.692,9.4267,7.4823,6.9486
21,0.19077,0.36428,-0.11736,0.3712,-0.16445,0.49647,0.37117,0.60767,0.25354,0.55887,1.3033,1.2365,2.1869,2.3291,3.8834,4.3751,6.2653,7.8702,9.2457,11.525,13.365,15.015,16.646,17.971,20.105,20.821,22.495,23.483,24.803,25.483,26.362,27.437,27.895,28.238,28.369,27.564,27.753,26.922,25.377,24.316,22.887,21.215,19.605,18.125,16.195,13.678,12.521,11.087,9.2731,8.0827,7.0972
21.5,0.34461,0.12984,0.39344,0.15819,0.17013,0.12371,0.78821,0.19541,1.0645,0.97476,0.69955,1.6226,1.4029,2.9018,3.8549,4.5075,6.0515,8.1535,9.1554,10.854,13.525,15.541,16.719,18.637,20.193,20.884,22.166,23.809,25.01,25.673,26.146,27.776,27.607,28.021,28.313,28.475,27.767,26.849,25.808,24.39,23.055,20.486,19.406,17.759,15.517,14.18,12.267,11.21,9.6243,7.6118,6.445
22,0.015259,-0.080529,0.1383,-0.11293,-0.17647,0.41558,0.50747,0.19869,0.87178,0.63241,1.1901,1.7494,2.0074,2.8254,3.3949,4.5674,5.869,7.2305,9.1098,10.532,12.732,14.648,16.413,18.038,19.564,21.064,22.416,23.114,24.04,25.11,26.2,27.023,27.492,27.695,28.039,28.031,27.659,26.528,25.517,24.073,22.854,20.967,19.646,17.132,15.737,14.14,12.37,11.48,9.2475,7.442,6.4547
22.5,-0.4955,0.030684,-0.17027,0.38896,-0.0024679,0.19326,0.12721,0.96048,0.5049,1.3684,1.3529,1.6385,2.1125,2.7819,2.9324,4.4845,6.1021,7.3293,8.6001,10.81,13.194,14.892,16.248,18.175,19.265,20.222,21.714,23.642,24.207,25.258,26.18,27.635,28.154,28.697,28.079,28.018,26.98,27.094,25.249,24.376,22.497,21.011,19.192,17.456,15.658,13.862,12.545,10.323,9.1939,8.096,6.3188
23,-0.17809,-0.014423,0.43337,0.1723,0.0026347,0.37288,-0.013678,0.64189,0.72172,0.72282,0.85125,1.2182,2.1464,3.0071,3.2805,4.6483,5.1417,7.0603,8.8743,10.385,12.209,14.106,16.135,17.615,18.496,19.909,21.644,23.169,23.345,25.079,26.025,27.403,27.48,28.08,28.105,27.229,27.606,26.659,25.697,25.437,22.152,21.66,19.315,17.687,15.772,13.869,12.098,10.731,8.6531,7.9393,6.3341
